;state_code;county_code;site_num;address;state;county;city;date_local;unit_NO2;mean_NO2;firstMV_NO2;firstMH_NO2;aqi_NO2;unit_O3;mean_O3;firstMV_O3;firstMH_O3;aqi_O3;unit_SO2;mean_SO2;firstMV_SO2;firstMH_SO2;aqi_SO2;unit_CO;mean_CO;firstMV_CO;firstMH_CO;aqi_CO
10726;6;37;1002;228 W. PALM AVE., BURBANK;California;Los Angeles;Burbank;2000-01-16;Parts per billion;49.478260999999996;67.0;0;65;Parts per million;0.005667;0.009000000000000001;7;8;Parts per billion;3.3043480000000005;5.0;0;7.0;Parts per million;1.6652169999999995;3.3;22;
152570;32;3;601;1005 INDUSTRIAL ROAD;Nevada;Clark;Boulder City;2001-11-08;Parts per billion;0.208333;5.0;13;5;Parts per million;0.03875;0.042;11;36;Parts per billion;0.0;0.0;2;;Parts per million;0.0;0.0;0;0.0
141337;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2001-08-30;Parts per billion;2.083333;5.0;17;5;Parts per million;0.030208;0.044000000000000004;10;37;Parts per billion;1.541667;12.0;17;17.0;Parts per million;0.075;0.1;0;
359074;48;141;58;5050A Yvette Drive;Texas;El Paso;El Paso;2003-07-03;Parts per billion;8.791667;40.0;19;38;Parts per million;0.043917000000000005;0.061;10;54;Parts per billion;0.125;1.0;9;1.0;Parts per million;0.275;0.4;0;5.0
241378;26;163;16;2451 MARQUETTE;Michigan;Wayne;Detroit;2002-09-15;Parts per billion;13.458332999999998;43.0;2;41;Parts per million;0.03125;0.052000000000000005;7;44;Parts per billion;2.208333;18.0;7;26.0;Parts per million;0.320833;0.5;0;6.0
349664;42;91;13;STATE ARMORY - 1046 BELVOIR RD;Pennsylvania;Montgomery;Norristown;2003-07-21;Parts per billion;13.75;26.0;7;25;Parts per million;0.044208;0.062;11;58;Parts per billion;5.8;11.6;8;;Parts per million;0.7;0.8;9;9.0
22633;6;73;1;80 E. 'J' ST., CHULA VISTA;California;San Diego;Chula Vista;2000-01-27;Parts per billion;23.521739;36.0;19;34;Parts per million;0.0132919999999999;0.03;10;25;Parts per billion;2.342857;2.6;8;;Parts per million;1.2;1.5;0;17.0
260554;42;21;11;MILLER AUTO SHOP 1 MESSENGER ST;Pennsylvania;Cambria;Johnstown;2002-07-29;Parts per billion;7.0833330000000005;14.0;5;13;Parts per million;0.04025;0.0559999999999999;11;47;Parts per billion;12.975;27.0;2;;Parts per million;0.454167;0.6;0;7.0
431858;42;73;15;CROTON ST & JEFFERSON ST.;Pennsylvania;Lawrence;New Castle;2004-09-21;Parts per billion;17.227273;30.0;11;28;Parts per million;0.008583;0.022000000000000002;10;19;Parts per billion;10.409091;49.0;12;67.0;Parts per million;0.470833;0.6;11;7.0
238300;25;25;42;HARRISON AVE;Massachusetts;Suffolk;Boston;2002-02-27;Parts per billion;28.333333000000003;51.0;15;48;Parts per million;0.012083;0.033;0;28;Parts per billion;2.791667;9.0;9;13.0;Parts per million;0.4958329999999999;0.7;16;8.0
126080;6;83;2011;380 N FAIRVIEW AVENUE, GOLETA;California;Santa Barbara;Goleta;2001-04-30;Parts per billion;12.304348;26.0;7;25;Parts per million;0.028667;0.048;9;41;Parts per billion;1.642857;3.3;11;;Parts per million;0.4333329999999999;0.5;7;6.0
150093;26;163;16;2451 MARQUETTE;Michigan;Wayne;Detroit;2001-05-02;Parts per billion;39.791667;72.0;20;70;Parts per million;0.026917;0.0579999999999999;10;49;Parts per billion;8.225;16.0;2;;Parts per million;0.4125;1.2;3;
201121;6;37;5001;5234 W. 120TH ST., HAWTHORNE;California;Los Angeles;Hawthorne;2002-10-18;Parts per billion;27.478261;53.0;7;50;Parts per million;0.026417000000000003;0.051;11;43;Parts per billion;0.371429;1.6;11;;Parts per million;0.778261;2.5;6;
372644;6;37;1002;228 W. PALM AVE., BURBANK;California;Los Angeles;Burbank;2004-08-03;Parts per billion;32.260870000000004;42.0;11;40;Parts per million;0.031917;0.06;10;51;Parts per billion;2.272727;5.0;5;7.0;Parts per million;0.4875;0.6;11;7.0
309483;6;83;4003;STS POWER PLANT, VANDENBERG AFB;California;Santa Barbara;Vandenberg Air Force Base;2003-01-18;Parts per billion;2.5;5.0;14;5;Parts per million;0.037667;0.045;0;38;Parts per billion;1.090909;2.0;0;3.0;Parts per million;0.118182;0.2;15;
380863;6;67;2;7823 BLACKFOOT WAY, NORTH HIGHLANDS;California;Sacramento;Not in a city;2004-08-26;Parts per billion;6.478261;14.0;6;13;Parts per million;0.0240419999999999;0.037000000000000005;10;31;Parts per billion;0.5;1.6;8;;Parts per million;0.3;0.3;0;3.0
58978;29;189;3001;LADUE: 73 Hunter Avenue, Ladue, MO 63105;Missouri;Saint Louis;Ladue;2000-08-11;Parts per billion;20.708333;42.0;20;40;Parts per million;0.0279999999999999;0.062;9;58;Parts per billion;5.4166669999999995;16.0;17;23.0;Parts per million;0.695833;1.7;5;
321827;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2003-01-04;Parts per billion;4.625;10.0;1;9;Parts per million;0.0201669999999999;0.03;13;25;Parts per billion;0.2;1.0;14;;Parts per million;0.145833;0.2;0;
165829;42;13;801;2ND AVE & 7TH ST;Pennsylvania;Blair;Altoona;2001-06-30;Parts per billion;9.75;18.0;0;17;Parts per million;0.033292;0.053;11;45;Parts per billion;4.55;10.6;8;;Parts per million;0.208333;0.4;0;
407288;20;209;21;1210 N. 10TH ST.,JFK RECREATION CENTER;Kansas;Wyandotte;Kansas City;2004-04-30;Parts per billion;12.416667;30.0;0;28;Parts per million;0.014083000000000002;0.03;21;25;Parts per billion;2.291667;4.0;12;6.0;Parts per million;0.825;1.1;8;
122797;6;83;1025;LFC #1-LAS FLORES CANYON;California;Santa Barbara;Capitan;2001-01-27;Parts per billion;1.52381;2.0;8;2;Parts per million;0.038;0.0409999999999999;20;35;Parts per billion;0.2;0.6;17;;Parts per million;0.1;0.1;0;
148522;22;33;9;1061-A Leesville Ave;Louisiana;East Baton Rouge;Baton Rouge;2001-08-26;Parts per billion;17.0;25.0;3;24;Parts per million;0.015458000000000001;0.034;9;29;Parts per billion;2.6;9.3;14;;Parts per million;0.704167;0.8;0;9.0
50725;21;59;5;716 PLEASANT VALLEY ROAD;Kentucky;Daviess;Not in a city;2000-09-07;Parts per billion;3.608696;8.0;6;8;Parts per million;0.025292;0.035;8;30;Parts per billion;0.328571;2.0;8;;Parts per million;0.0;0.0;0;0.0
277411;4;19;1011;1237 S. BEVERLY , TUCSON;Arizona;Pima;Tucson;2003-09-16;Parts per billion;18.958333;32.0;6;30;Parts per million;0.02;0.037000000000000005;10;31;Parts per billion;1.3625;2.6;11;;Parts per million;0.24166700000000002;0.5;6;
310947;6;87;3; Center St;California;Santa Cruz;Davenport;2003-01-19;Parts per billion;6.7272729999999985;13.0;16;12;Parts per million;0.020458;0.023;8;19;Parts per billion;1.227273;2.0;17;3.0;Parts per million;0.422727;0.6;10;
164603;42;7;14;EIGHT STREET AND RIVER ALLEY;Pennsylvania;Beaver;Beaver Falls;2001-10-31;Parts per billion;27.73913;45.0;18;42;Parts per million;0.011158;0.019;10;16;Parts per billion;15.914285999999999;50.6;14;;Parts per million;0.258333;0.8;18;
136554;12;95;2002;MORRIS BLVD.;Florida;Orange;Winter Park;2001-12-23;Parts per billion;10.625;27.0;0;25;Parts per million;0.022333000000000002;0.032;9;27;Parts per billion;0.0;0.0;2;;Parts per million;0.591667;0.9;1;10.0
41951;12;95;2002;MORRIS BLVD.;Florida;Orange;Winter Park;2000-07-07;Parts per billion;16.571429000000002;28.0;23;26;Parts per million;0.034292;0.06;8;51;Parts per billion;0.0;0.0;8;0.0;Parts per million;0.579167;0.7;23;8.0
324198;20;209;21;1210 N. 10TH ST.,JFK RECREATION CENTER;Kansas;Wyandotte;Kansas City;2003-12-19;Parts per billion;13.583332999999998;30.0;22;28;Parts per million;0.011833;0.023;9;19;Parts per billion;5.5833330000000005;12.0;5;17.0;Parts per million;0.766667;1.8;23;20.0
200725;6;37;5001;5234 W. 120TH ST., HAWTHORNE;California;Los Angeles;Hawthorne;2002-06-22;Parts per billion;9.086957;35.0;5;33;Parts per million;0.034375;0.048;10;41;Parts per billion;1.0714290000000002;2.3;11;;Parts per million;0.356522;0.7;5;
291896;6;37;5001;5234 W. 120TH ST., HAWTHORNE;California;Los Angeles;Hawthorne;2003-03-06;Parts per billion;31.608696000000002;53.0;8;50;Parts per million;0.0135419999999999;0.034;11;29;Parts per billion;0.26087;3.0;9;4.0;Parts per million;1.304167;2.6;7;30.0
322701;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2003-09-09;Parts per billion;4.4166669999999995;6.0;4;6;Parts per million;0.045375;0.0579999999999999;10;49;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.10416700000000001;0.2;6;
127649;6;83;4003;STS POWER PLANT, VANDENBERG AFB;California;Santa Barbara;Vandenberg Air Force Base;2001-07-23;Parts per billion;0.0;0.0;0;0;Parts per million;0.0257079999999999;0.0289999999999999;9;25;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.2;0.2;0;
109581;6;37;5001;5234 W. 120TH ST., HAWTHORNE;California;Los Angeles;Hawthorne;2001-07-28;Parts per billion;13.913043;39.0;7;37;Parts per million;0.0560419999999999;0.07400000000000001;10;97;Parts per billion;3.130435;6.0;9;9.0;Parts per million;0.3625;0.5;10;6.0
287263;6;25;5;1029 ETHEL ST, CALEXICO HIGH SCHOOL;California;Imperial;Calexico;2003-10-12;Parts per billion;7.695652000000001;16.0;19;15;Parts per million;0.0159169999999999;0.022000000000000002;10;19;Parts per billion;0.0043479999999999;0.1;3;0.0;Parts per million;0.408696;1.3;3;
270147;47;121;104;8401 HIGHWAY 60;Tennessee;Meigs;Not in a city;2002-06-21;Parts per billion;4.608696;20.0;20;19;Parts per million;0.0539169999999999;0.09;12;137;Parts per billion;1.0;1.0;0;1.0;Parts per million;1.0;1.0;0;
114637;6;67;6;DEL PASO-2701 AVALON DR, SACRAMENTO;California;Sacramento;Arden-Arcade;2001-02-09;Parts per billion;10.347826;16.0;7;15;Parts per million;0.022542;0.026000000000000002;9;22;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.1125;0.2;0;2.0
205116;6;67;2;7823 BLACKFOOT WAY, NORTH HIGHLANDS;California;Sacramento;Not in a city;2002-10-16;Parts per billion;12.739130000000001;20.0;18;19;Parts per million;0.032375;0.0409999999999999;10;35;Parts per billion;0.2173909999999999;1.0;4;1.0;Parts per million;0.35;0.5;18;6.0
151463;29;189;7003;9630 ST CHAS ROCK RD, BREKENRIDGE 63314;Missouri;Saint Louis;Breckenridge Hills;2001-10-14;Parts per billion;5.5833330000000005;19.0;19;18;Parts per million;0.021;0.03;10;25;Parts per billion;0.208333;1.0;0;1.0;Parts per million;0.516667;0.7;19;
436726;42;129;8;DONOHOE ROAD - PENN DOT MAINT DIST BLDG;Pennsylvania;Westmoreland;Greensburg;2004-10-06;Parts per billion;17.291667;28.0;7;26;Parts per million;0.008292;0.023;9;19;Parts per billion;4.35;14.6;14;;Parts per million;0.17916700000000002;0.4;23;5.0
183530;4;19;1011;1237 S. BEVERLY , TUCSON;Arizona;Pima;Tucson;2002-03-03;Parts per billion;15.291667000000002;43.0;21;41;Parts per million;0.030292000000000003;0.047;10;40;Parts per billion;0.475;1.3;23;;Parts per million;0.504167;0.7;0;8.0
303471;6;73;2007;1100 PASEO INTERNATIONAL, OTAY MESA, CA;California;San Diego;San Diego;2003-10-21;Parts per billion;56.590908999999996;91.0;9;90;Parts per million;0.0165;0.0409999999999999;9;35;Parts per billion;5.1304349999999985;9.0;8;13.0;Parts per million;1.9727270000000001;4.8;21;
52971;21;111;51;7201 WATSON LN, WATSON LN ELEMENTARY SCH;Kentucky;Jefferson;Louisville;2000-05-21;Parts per billion;9.25;28.0;21;26;Parts per million;0.026625;0.051;12;43;Parts per billion;5.695652;12.0;10;17.0;Parts per million;0.641667;0.7;0;8.0
57357;29;189;4;Sunset Hills: 4580 South Lindbergh & Gravios, Sunset Hills, MO 63126;Missouri;Saint Louis;Sunset Hills;2000-09-04;Parts per billion;7.916666999999999;20.0;0;19;Parts per million;0.029708;0.04;8;34;Parts per billion;5.2625;11.0;5;;Parts per million;0.616667;0.7;0;8.0
23688;6;73;1;80 E. 'J' ST., CHULA VISTA;California;San Diego;Chula Vista;2000-10-27;Parts per billion;20.521739;33.0;19;31;Parts per million;0.015667;0.031;10;26;Parts per billion;3.608696;10.0;15;14.0;Parts per million;0.795652;1.5;23;
10160;6;25;5;1029 ETHEL ST, CALEXICO HIGH SCHOOL;California;Imperial;Calexico;2000-09-06;Parts per billion;22.083333;59.0;20;56;Parts per million;0.026083;0.055;10;47;Parts per billion;3.708333;7.0;21;10.0;Parts per million;0.4375;2.3;21;
140488;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2001-01-11;Parts per billion;6.375;9.0;9;8;Parts per million;0.017833;0.021;10;18;Parts per billion;0.0;0.0;2;;Parts per million;0.1;0.1;0;1.0
61407;29;510;86;MARGARETTA: 4520 Margaretta, St. Louis, MO 63115;Missouri;St. Louis City;St. Louis;2000-07-04;Parts per billion;10.125;23.0;21;22;Parts per million;0.025208;0.039;8;33;Parts per billion;1.208333;6.0;21;9.0;Parts per million;0.670833;0.8;22;9.0
110549;6;59;1003;2850 MESA VERDE DR EAST, COSTA MESA;California;Orange;Costa Mesa;2001-03-27;Parts per billion;15.434783;34.0;0;32;Parts per million;0.031375;0.043;9;36;Parts per billion;0.130435;2.0;6;3.0;Parts per million;0.654167;1.1;7;13.0
49282;21;19;15;32ND & RAILROAD STS.;Kentucky;Boyd;Ashland;2000-04-19;Parts per billion;16.130435000000002;29.0;22;27;Parts per million;0.023708;0.039;10;33;Parts per billion;12.086957;31.0;16;44.0;Parts per million;0.1;0.2;0;
107523;6;37;4002;3648 N. LONG BEACH BLVD., LONG BEACH;California;Los Angeles;Long Beach;2001-02-28;Parts per billion;32.434783;41.0;19;39;Parts per million;0.006167;0.0139999999999999;9;12;Parts per billion;0.0;0.0;2;;Parts per million;0.0;0.0;0;0.0
78551;42;95;25;WASHINGTON & CAMBRIA STS. FREEMANSBURG;Pennsylvania;Northampton;Freemansburg;2000-10-27;Parts per billion;27.375;42.0;17;40;Parts per million;0.007667;0.02;9;17;Parts per billion;10.35;16.3;11;;Parts per million;1.245833;1.6;23;18.0
162216;40;115;9004;QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI;Oklahoma;Ottawa;Miami;2001-05-25;Parts per billion;5.272727;15.0;21;14;Parts per million;0.033529;0.052000000000000005;13;44;Parts per billion;0.9285709999999999;2.0;20;;Parts per million;0.0;0.0;0;0.0
70449;42;7;14;EIGHT STREET AND RIVER ALLEY;Pennsylvania;Beaver;Beaver Falls;2000-04-07;Parts per billion;22.5;33.0;22;31;Parts per million;0.006542;0.016;12;14;Parts per billion;1.583333;6.0;15;9.0;Parts per million;0.079167;0.2;8;2.0
141811;20;107;2;COUNTY RD 1103 .7 MI SOUTH OF K-52;Kansas;Linn;Not in a city;2001-12-26;Parts per billion;2.416667;6.0;0;6;Parts per million;0.030708;0.035;10;30;Parts per billion;0.9125;2.0;11;;Parts per million;0.091667;0.2;0;
276643;4;19;1011;1237 S. BEVERLY , TUCSON;Arizona;Pima;Tucson;2003-03-08;Parts per billion;23.0;48.0;21;45;Parts per million;0.024458;0.05;10;42;Parts per billion;1.325;2.6;11;;Parts per million;0.479167;1.5;22;
410527;25;25;42;HARRISON AVE;Massachusetts;Suffolk;Boston;2004-08-07;Parts per billion;11.208333;17.0;19;16;Parts per million;0.01775;0.0279999999999999;10;24;Parts per billion;2.275;5.0;8;;Parts per million;0.095833;0.3;5;3.0
302622;6;73;2007;1100 PASEO INTERNATIONAL, OTAY MESA, CA;California;San Diego;San Diego;2003-03-19;Parts per billion;20.608696;37.0;22;35;Parts per million;0.025583;0.046;9;39;Parts per billion;3.8285709999999997;5.3;8;;Parts per million;0.858333;1.0;1;11.0
294686;6;65;8001;5888 MISSION BLVD., RUBIDOUX;California;Riverside;Rubidoux;2003-02-17;Parts per billion;21.130435000000002;38.0;18;36;Parts per million;0.011042;0.027000000000000003;9;23;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.941667;1.4;8;16.0
148083;22;33;9;1061-A Leesville Ave;Louisiana;East Baton Rouge;Baton Rouge;2001-05-09;Parts per billion;18.083333;39.0;22;37;Parts per million;0.0282079999999999;0.0559999999999999;9;47;Parts per billion;3.333333;22.0;22;31.0;Parts per million;0.466667;0.9;22;
12548;6;37;1103;1630 N MAIN ST, LOS ANGELES;California;Los Angeles;Los Angeles;2000-06-13;Parts per billion;41.826087;64.0;9;62;Parts per million;0.019458;0.047;10;40;Parts per billion;1.114286;2.0;14;;Parts per million;0.8782610000000001;1.5;7;
441935;48;201;1035;9525 1/2 Clinton Dr;Texas;Harris;Houston;2004-01-24;Parts per billion;12.416667;29.0;9;27;Parts per million;0.024875;0.027000000000000003;0;23;Parts per billion;11.782608999999999;49.0;11;67.0;Parts per million;0.341667;0.9;0;
228013;17;31;4002;1820 S. 51ST AVE.;Illinois;Cook;Cicero;2002-06-28;Parts per billion;25.375;42.0;20;40;Parts per million;0.01125;0.026000000000000002;10;22;Parts per billion;2.833333;10.0;13;14.0;Parts per million;0.879167;1.4;21;
380844;6;67;2;7823 BLACKFOOT WAY, NORTH HIGHLANDS;California;Sacramento;Not in a city;2004-08-22;Parts per billion;4.434783;7.0;19;7;Parts per million;0.025083;0.034;10;29;Parts per billion;0.0434779999999999;1.0;4;1.0;Parts per million;0.27826100000000004;0.3;0;
271889;48;113;69;1415 Hinton Street;Texas;Dallas;Dallas;2002-11-18;Parts per billion;23.409091;41.0;18;39;Parts per million;0.011542;0.023;8;19;Parts per billion;0.272727;3.0;20;4.0;Parts per million;0.378261;1.1;20;
263319;42;73;15;CROTON ST & JEFFERSON ST.;Pennsylvania;Lawrence;New Castle;2002-09-06;Parts per billion;12.5;23.0;22;22;Parts per million;0.021167;0.045;11;38;Parts per billion;1.166667;4.0;13;6.0;Parts per million;0.225;0.5;6;
162150;40;115;9004;QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI;Oklahoma;Ottawa;Miami;2001-05-09;Parts per billion;9.166667;18.0;19;17;Parts per million;0.048792;0.069;11;80;Parts per billion;2.0;5.0;16;7.0;Parts per million;0.029167000000000002;0.1;0;1.0
429482;42;69;2006;GEORGE ST TROOP AND CITY OF SCRANTON;Pennsylvania;Lackawanna;Scranton;2004-04-01;Parts per billion;5.7916669999999995;9.0;17;8;Parts per million;0.032833;0.038;21;32;Parts per billion;3.0;3.0;0;4.0;Parts per million;0.229167;0.3;0;3.0
161038;40;21;9002;P.O. BOX 948   TAHLEQUAH, OK  74464;Oklahoma;Cherokee;Park Hill;2001-10-10;Parts per billion;5.2916669999999995;11.0;14;10;Parts per million;0.0275;0.031;5;26;Parts per billion;0.125;1.0;11;;Parts per million;0.0;0.0;0;0.0
58791;29;189;3001;LADUE: 73 Hunter Avenue, Ladue, MO 63105;Missouri;Saint Louis;Ladue;2000-06-25;Parts per billion;9.916667;16.0;9;15;Parts per million;0.036042000000000005;0.05;11;42;Parts per billion;2.875;15.0;10;21.0;Parts per million;0.045833;0.1;0;1.0
365068;6;13;2;2956-A TREAT BOULEVARD;California;Contra Costa;Concord;2004-04-21;Parts per billion;7.857142999999999;15.0;8;14;Parts per million;0.033042;0.0409999999999999;12;35;Parts per billion;0.35;2.0;20;3.0;Parts per million;0.595833;0.8;10;9.0
363685;4;19;1011;1237 S. BEVERLY , TUCSON;Arizona;Pima;Tucson;2004-05-11;Parts per billion;6.4166669999999995;19.0;5;18;Parts per million;0.035542000000000004;0.045;9;38;Parts per billion;1.3875;2.3;5;;Parts per million;0.275;0.5;5;
198135;6;37;1103;1630 N MAIN ST, LOS ANGELES;California;Los Angeles;Los Angeles;2002-08-20;Parts per billion;24.043478;42.0;7;40;Parts per million;0.03175;0.049;12;42;Parts per billion;1.304348;3.0;5;4.0;Parts per million;0.6;0.9;8;
298593;6;71;306;14306 PARK AVE., VICTORVILLE, CA;California;San Bernardino;Victorville;2003-05-30;Parts per billion;32.478260999999996;90.0;4;89;Parts per million;0.047042;0.075;10;100;Parts per billion;1.217391;3.0;4;4.0;Parts per million;0.33913000000000004;0.8;4;
377901;6;59;1003;2850 MESA VERDE DR EAST, COSTA MESA;California;Orange;Costa Mesa;2004-06-07;Parts per billion;4.826087;9.0;6;8;Parts per million;0.051458000000000004;0.055;10;47;Parts per billion;1.0;1.0;0;1.0;Parts per million;0.291667;0.4;0;5.0
275727;4;13;3002;1645 E ROOSEVELT ST-CENTRAL PHOENIX STN;Arizona;Maricopa;Phoenix;2003-11-29;Parts per billion;32.708333;56.0;19;53;Parts per million;0.013458000000000001;0.034;9;29;Parts per billion;3.125;10.0;22;14.0;Parts per million;1.120833;4.4;22;
55783;22;33;9;1061-A Leesville Ave;Louisiana;East Baton Rouge;Baton Rouge;2000-11-04;Parts per billion;20.125;38.0;1;36;Parts per million;0.0206;0.035;9;30;Parts per billion;1.6625;5.3;11;;Parts per million;1.004167;1.2;1;14.0
409247;22;33;9;1061-A Leesville Ave;Louisiana;East Baton Rouge;Baton Rouge;2004-09-17;Parts per billion;17.875;35.0;19;33;Parts per million;0.032833;0.064;10;64;Parts per billion;3.971429;6.3;20;;Parts per million;0.954167;1.3;7;15.0
422154;40;21;9002;P.O. BOX 948   TAHLEQUAH, OK  74464;Oklahoma;Cherokee;Park Hill;2004-06-25;Parts per billion;5.125;9.0;20;8;Parts per million;0.032917;0.048;12;41;Parts per billion;0.0;0.0;0;0.0;Parts per million;0.0;0.0;0;0.0
290859;6;37;4002;3648 N. LONG BEACH BLVD., LONG BEACH;California;Los Angeles;Long Beach;2003-05-30;Parts per billion;26.73913;49.0;10;46;Parts per million;0.030958;0.042;23;36;Parts per billion;3.8260870000000002;9.0;8;13.0;Parts per million;0.165217;0.6;7;
298603;6;71;306;14306 PARK AVE., VICTORVILLE, CA;California;San Bernardino;Victorville;2003-06-01;Parts per billion;20.391304;56.0;2;53;Parts per million;0.045708;0.078;9;106;Parts per billion;0.357143;1.3;5;;Parts per million;0.2;0.6;2;
60546;29;189;7002;10267 ST CHARLES ROCK ROAD;Missouri;Saint Louis;St. Ann;2000-07-04;Parts per billion;7.5;17.0;19;16;Parts per million;0.024625;0.038;8;32;Parts per billion;4.875;14.0;10;20.0;Parts per million;0.375;0.7;19;
75677;42;71;7;ABRAHAM LINCOLN JR HIGH GROFFTOWN RD;Pennsylvania;Lancaster;Lancaster;2000-07-28;Parts per billion;6.7916669999999995;15.0;0;14;Parts per million;0.041625;0.065;13;67;Parts per billion;1.583333;5.0;12;7.0;Parts per million;0.191667;0.4;1;5.0
240768;26;163;16;2451 MARQUETTE;Michigan;Wayne;Detroit;2002-04-02;Parts per billion;25.375;41.0;17;39;Parts per million;0.011583;0.022000000000000002;23;19;Parts per billion;2.45;6.6;17;;Parts per million;0.454167;0.9;18;10.0
